_Annual_J-D_2019_____________ L-OTI(^S^o^N^C) Anomaly vs 2000-2001              
   i   j     lon     lat    array(i,j)
 153  15  125.00  -61.00        0.2427
 154  15  127.00  -61.00        0.3632
 155  15  129.00  -61.00        0.3632
 156  15  131.00  -61.00        0.5363
 157  15  133.00  -61.00        0.5940
 158  15  135.00  -61.00        0.5755
 159  15  137.00  -61.00        0.5569
 160  15  139.00  -61.00        0.5171
 161  15  141.00  -61.00        0.3974
 162  15  143.00  -61.00        0.3974
 163  15  145.00  -61.00        0.4486
 164  15  147.00  -61.00        0.4486
 165  15  149.00  -61.00        0.4620
 166  15  151.00  -61.00        0.4665
 167  15  153.00  -61.00        0.4425
 168  15  155.00  -61.00        0.4186
 169  15  157.00  -61.00        0.4479
 170  15  159.00  -61.00        0.5360
 171  15  161.00  -61.00        0.5360
 172  15  163.00  -61.00        0.6734
 173  15  165.00  -61.00        0.6734
 174  15  167.00  -61.00        0.6668
 175  15  169.00  -61.00        0.6646
 176  15  171.00  -61.00        0.6259
 177  15  173.00  -61.00        0.5872
 178  15  175.00  -61.00        0.5706
 179  15  177.00  -61.00        0.5209
 180  15  179.00  -61.00        0.5209
   1  16 -179.00  -59.00        0.5123
   2  16 -177.00  -59.00        0.5123
   3  16 -175.00  -59.00        0.4855
   4  16 -173.00  -59.00        0.4766
   5  16 -171.00  -59.00        0.4132
   6  16 -169.00  -59.00        0.3498
   7  16 -167.00  -59.00        0.3370
   8  16 -165.00  -59.00        0.2988
   9  16 -163.00  -59.00        0.2988
  10  16 -161.00  -59.00        0.2221
  11  16 -159.00  -59.00        0.2221
  12  16 -157.00  -59.00        0.1784
  13  16 -155.00  -59.00        0.1639
  14  16 -153.00  -59.00        0.1769
  15  16 -151.00  -59.00        0.1965
  16  16 -149.00  -59.00        0.2359
  17  16 -147.00  -59.00        0.3147
  18  16 -145.00  -59.00        0.3147
  19  16 -143.00  -59.00        0.3427
  20  16 -141.00  -59.00        0.3427
  21  16 -139.00  -59.00        0.3275
  22  16 -137.00  -59.00        0.3225
  23  16 -135.00  -59.00        0.3083
  24  16 -133.00  -59.00        0.2941
  25  16 -131.00  -59.00        0.2827
  26  16 -129.00  -59.00        0.2484
  27  16 -127.00  -59.00        0.2484
  28  16 -125.00  -59.00        0.2359
  29  16 -123.00  -59.00        0.2359
  30  16 -121.00  -59.00        0.2517
  31  16 -119.00  -59.00        0.2570
  32  16 -117.00  -59.00        0.2273
  33  16 -115.00  -59.00        0.1977
  34  16 -113.00  -59.00        0.1840
  35  16 -111.00  -59.00        0.1427
  36  16 -109.00  -59.00        0.1427
  37  16 -107.00  -59.00        0.0222
  38  16 -105.00  -59.00        0.0222
  39  16 -103.00  -59.00       -0.0374
  40  16 -101.00  -59.00       -0.0572
  41  16  -99.00  -59.00       -0.1059
  42  16  -97.00  -59.00       -0.1546
  43  16  -95.00  -59.00       -0.1957
  44  16  -93.00  -59.00       -0.3189
  45  16  -91.00  -59.00       -0.3189
  46  16  -89.00  -59.00       -0.3425
  47  16  -87.00  -59.00       -0.3425
  48  16  -85.00  -59.00       -0.3800
  49  16  -83.00  -59.00       -0.3925
  50  16  -81.00  -59.00       -0.4311
  51  16  -79.00  -59.00       -0.4697
  52  16  -77.00  -59.00       -0.4635
  53  16  -75.00  -59.00       -0.4449
  54  16  -73.00  -59.00       -0.4449
  55  16  -71.00  -59.00       -0.4524
  56  16  -69.00  -59.00       -0.4524
  57  16  -67.00  -59.00       -0.4089
  58  16  -65.00  -59.00       -0.3944
  59  16  -63.00  -59.00       -0.3301
  60  16  -61.00  -59.00       -0.2659
  61  16  -59.00  -59.00       -0.2585
  62  16  -57.00  -59.00       -0.2361
  63  16  -55.00  -59.00       -0.2361
  64  16  -53.00  -59.00       -0.3151
  65  16  -51.00  -59.00       -0.3151
  66  16  -49.00  -59.00       -0.5502
  67  16  -47.00  -59.00       -0.6286
  68  16  -45.00  -59.00       -0.6875
  69  16  -43.00  -59.00       -0.7464
  70  16  -41.00  -59.00       -0.7927
  71  16  -39.00  -59.00       -0.9316
  72  16  -37.00  -59.00       -0.9316
  73  16  -35.00  -59.00       -0.9357
  74  16  -33.00  -59.00       -0.9357
  75  16  -31.00  -59.00       -0.9191
  76  16  -29.00  -59.00       -0.9135
  77  16  -27.00  -59.00       -0.8865
  78  16  -25.00  -59.00       -0.8594
  79  16  -23.00  -59.00       -0.7510
  80  16  -21.00  -59.00       -0.4256
  81  16  -19.00  -59.00       -0.4256
  82  16  -17.00  -59.00       -0.3604
  83  16  -15.00  -59.00       -0.3604
  84  16  -13.00  -59.00       -0.3604
  85  16  -11.00  -59.00       -0.3604
  86  16   -9.00  -59.00       -0.3604
  87  16   -7.00  -59.00       -0.3604
  88  16   -5.00  -59.00       -0.3604
  89  16   -3.00  -59.00       -0.3604
  90  16   -1.00  -59.00       -0.3604
  91  16    1.00  -59.00     9999.0000
  92  16    3.00  -59.00     9999.0000
  93  16    5.00  -59.00        0.4048
  94  16    7.00  -59.00        0.4048
  95  16    9.00  -59.00        0.3775
  96  16   11.00  -59.00        0.3502
  97  16   13.00  -59.00        0.3502
  98  16   15.00  -59.00        0.3502
  99  16   17.00  -59.00        0.3502
 100  16   19.00  -59.00     9999.0000
 101  16   21.00  -59.00     9999.0000
 102  16   23.00  -59.00        1.2767
 103  16   25.00  -59.00        1.2767
 104  16   27.00  -59.00        0.7251
 105  16   29.00  -59.00        0.5402
 106  16   31.00  -59.00        0.5369
 107  16   33.00  -59.00        0.5270
 108  16   35.00  -59.00        0.5270
 109  16   37.00  -59.00        0.6015
 110  16   39.00  -59.00        0.6015
 111  16   41.00  -59.00        0.6398
 112  16   43.00  -59.00        0.6526
 113  16   45.00  -59.00        0.6214
 114  16   47.00  -59.00        0.5902
 115  16   49.00  -59.00        0.5684
 116  16   51.00  -59.00        0.5029
 117  16   53.00  -59.00        0.5029
 118  16   55.00  -59.00        0.4305
 119  16   57.00  -59.00        0.4305
 120  16   59.00  -59.00        0.3457
 121  16   61.00  -59.00        0.3174
 122  16   63.00  -59.00        0.3465
 123  16   65.00  -59.00        0.3755
 124  16   67.00  -59.00        0.3855
 125  16   69.00  -59.00        0.4156
 126  16   71.00  -59.00        0.4156
 127  16   73.00  -59.00        0.4095
 128  16   75.00  -59.00        0.4095
 129  16   77.00  -59.00        0.3680
 130  16   79.00  -59.00        0.3542
 131  16   81.00  -59.00        0.3274
 132  16   83.00  -59.00        0.3007
 133  16   85.00  -59.00        0.2967
 134  16   87.00  -59.00        0.2846
 135  16   89.00  -59.00        0.2846
 136  16   91.00  -59.00        0.2687
 137  16   93.00  -59.00        0.2687
 138  16   95.00  -59.00        0.2297
 139  16   97.00  -59.00        0.2167
 140  16   99.00  -59.00        0.1698
 141  16  101.00  -59.00        0.1230
 142  16  103.00  -59.00        0.1615
 143  16  105.00  -59.00        0.2769
 144  16  107.00  -59.00        0.2769
 145  16  109.00  -59.00        0.2703
 146  16  111.00  -59.00        0.2703
 147  16  113.00  -59.00        0.3016
 148  16  115.00  -59.00        0.3121
 149  16  117.00  -59.00        0.3179
 150  16  119.00  -59.00        0.3237
 151  16  121.00  -59.00        0.3464
 152  16  123.00  -59.00        0.4142
 153  16  125.00  -59.00        0.4142
 154  16  127.00  -59.00        0.5664
 155  16  129.00  -59.00        0.5664
 156  16  131.00  -59.00        0.5958
 157  16  133.00  -59.00        0.6056
 158  16  135.00  -59.00        0.6022
 159  16  137.00  -59.00        0.5988
 160  16  139.00  -59.00        0.6212
 161  16  141.00  -59.00        0.6884
 162  16  143.00  -59.00        0.6884
 163  16  145.00  -59.00        0.7414
 164  16  147.00  -59.00        0.7414
 165  16  149.00  -59.00        0.7025
 166  16  151.00  -59.00        0.6895
 167  16  153.00  -59.00        0.6695
 168  16  155.00  -59.00        0.6495
 169  16  157.00  -59.00        0.6725
 170  16  159.00  -59.00        0.7416
 171  16  161.00  -59.00        0.7416
 172  16  163.00  -59.00        0.7629
 173  16  165.00  -59.00        0.7629
 174  16  167.00  -59.00        0.7199
 175  16  169.00  -59.00        0.7056
 176  16  171.00  -59.00        0.6711
 177  16  173.00  -59.00        0.6366
 178  16  175.00  -59.00        0.6185
 179  16  177.00  -59.00        0.5642
 180  16  179.00  -59.00        0.5642
   1  17 -179.00  -57.00        0.5600
   2  17 -177.00  -57.00        0.5600
   3  17 -175.00  -57.00        0.5488
   4  17 -173.00  -57.00        0.5451
   5  17 -171.00  -57.00        0.4934
   6  17 -169.00  -57.00        0.4418
   7  17 -167.00  -57.00        0.4256
   8  17 -165.00  -57.00        0.3771
   9  17 -163.00  -57.00        0.3771
  10  17 -161.00  -57.00        0.2948
  11  17 -159.00  -57.00        0.2948
  12  17 -157.00  -57.00        0.2315
  13  17 -155.00  -57.00        0.2104
  14  17 -153.00  -57.00        0.2104
  15  17 -151.00  -57.00        0.2103
  16  17 -149.00  -57.00        0.2362
  17  17 -147.00  -57.00        0.3140
  18  17 -145.00  -57.00        0.3140
  19  17 -143.00  -57.00        0.3340
  20  17 -141.00  -57.00        0.3340
  21  17 -139.00  -57.00        0.3118
  22  17 -137.00  -57.00        0.3045
  23  17 -135.00  -57.00        0.3087
  24  17 -133.00  -57.00        0.3129
  25  17 -131.00  -57.00        0.2889
  26  17 -129.00  -57.00        0.2168
  27  17 -127.00  -57.00        0.2168
  28  17 -125.00  -57.00        0.1934
  29  17 -123.00  -57.00        0.1934
  30  17 -121.00  -57.00        0.2482
  31  17 -119.00  -57.00        0.2665
  32  17 -117.00  -57.00        0.2651
  33  17 -115.00  -57.00        0.2637
  34  17 -113.00  -57.00        0.2527
  35  17 -111.00  -57.00        0.2198
  36  17 -109.00  -57.00        0.2198
  37  17 -107.00  -57.00        0.1040
  38  17 -105.00  -57.00        0.1040
  39  17 -103.00  -57.00        0.0613
  40  17 -101.00  -57.00        0.0470
  41  17  -99.00  -57.00       -0.0017
  42  17  -97.00  -57.00       -0.0504
  43  17  -95.00  -57.00       -0.0844
  44  17  -93.00  -57.00       -0.1866
  45  17  -91.00  -57.00       -0.1866
  46  17  -89.00  -57.00       -0.1966
  47  17  -87.00  -57.00       -0.1966
  48  17  -85.00  -57.00       -0.2234
  49  17  -83.00  -57.00       -0.2324
  50  17  -81.00  -57.00       -0.2661
  51  17  -79.00  -57.00       -0.2998
  52  17  -77.00  -57.00       -0.2838
  53  17  -75.00  -57.00       -0.2360
  54  17  -73.00  -57.00       -0.2360
  55  17  -71.00  -57.00       -0.2480
  56  17  -69.00  -57.00       -0.2480
  57  17  -67.00  -57.00       -0.2533
  58  17  -65.00  -57.00       -0.2551
  59  17  -63.00  -57.00       -0.2222
  60  17  -61.00  -57.00       -0.1893
  61  17  -59.00  -57.00       -0.1789
  62  17  -57.00  -57.00       -0.1479
  63  17  -55.00  -57.00       -0.1479
  64  17  -53.00  -57.00       -0.1359
  65  17  -51.00  -57.00       -0.1359
  66  17  -49.00  -57.00       -0.2851
  67  17  -47.00  -57.00       -0.3348
  68  17  -45.00  -57.00       -0.3542
  69  17  -43.00  -57.00       -0.3736
  70  17  -41.00  -57.00       -0.3765
  71  17  -39.00  -57.00       -0.3851
  72  17  -37.00  -57.00       -0.3851
  73  17  -35.00  -57.00       -0.4074
  74  17  -33.00  -57.00       -0.4074
  75  17  -31.00  -57.00       -0.7599
  76  17  -29.00  -57.00       -0.8774
  77  17  -27.00  -57.00       -0.6001
  78  17  -25.00  -57.00       -0.3228
  79  17  -23.00  -57.00       -0.2633
  80  17  -21.00  -57.00       -0.0846
  81  17  -19.00  -57.00       -0.0846
  82  17  -17.00  -57.00        0.2890
  83  17  -15.00  -57.00        0.2890
  84  17  -13.00  -57.00        0.3527
  85  17  -11.00  -57.00        0.3740
  86  17   -9.00  -57.00        0.3965
  87  17   -7.00  -57.00        0.4191
  88  17   -5.00  -57.00        0.4191
  89  17   -3.00  -57.00     9999.0000
  90  17   -1.00  -57.00     9999.0000
  91  17    1.00  -57.00        0.3691
  92  17    3.00  -57.00        0.3691
  93  17    5.00  -57.00        0.3691
  94  17    7.00  -57.00     9999.0000
  95  17    9.00  -57.00     9999.0000
  96  17   11.00  -57.00     9999.0000
  97  17   13.00  -57.00        0.2112
  98  17   15.00  -57.00        0.2112
  99  17   17.00  -57.00        0.2112
 100  17   19.00  -57.00        0.1507
 101  17   21.00  -57.00        0.1507
 102  17   23.00  -57.00        0.1507
 103  17   25.00  -57.00     9999.0000
 104  17   27.00  -57.00        0.1519
 105  17   29.00  -57.00        0.1519
 106  17   31.00  -57.00        0.1433
 107  17   33.00  -57.00        0.1175
 108  17   35.00  -57.00        0.1175
 109  17   37.00  -57.00        0.1244
 110  17   39.00  -57.00        0.1244
 111  17   41.00  -57.00        0.1279
 112  17   43.00  -57.00        0.1290
 113  17   45.00  -57.00        0.1436
 114  17   47.00  -57.00        0.1581
 115  17   49.00  -57.00        0.1686
 116  17   51.00  -57.00        0.1999
 117  17   53.00  -57.00        0.1999
 118  17   55.00  -57.00        0.2493
 119  17   57.00  -57.00        0.2493
 120  17   59.00  -57.00        0.2887
 121  17   61.00  -57.00        0.3018
 122  17   63.00  -57.00        0.3318
 123  17   65.00  -57.00        0.3618
 124  17   67.00  -57.00        0.3764
 125  17   69.00  -57.00        0.4202
 126  17   71.00  -57.00        0.4202
 127  17   73.00  -57.00        0.4928
 128  17   75.00  -57.00        0.4928
 129  17   77.00  -57.00        0.4993
 130  17   79.00  -57.00        0.5015
 131  17   81.00  -57.00        0.4870
 132  17   83.00  -57.00        0.4725
 133  17   85.00  -57.00        0.4788
 134  17   87.00  -57.00        0.4978
 135  17   89.00  -57.00        0.4978
 136  17   91.00  -57.00        0.5285
 137  17   93.00  -57.00        0.5285
 138  17   95.00  -57.00        0.4718
 139  17   97.00  -57.00        0.4529
 140  17   99.00  -57.00        0.3868
 141  17  101.00  -57.00        0.3207
 142  17  103.00  -57.00        0.3059
 143  17  105.00  -57.00        0.2614
 144  17  107.00  -57.00        0.2614
 145  17  109.00  -57.00        0.2651
 146  17  111.00  -57.00        0.2651
 147  17  113.00  -57.00        0.2888
 148  17  115.00  -57.00        0.2968
 149  17  117.00  -57.00        0.3026
 150  17  119.00  -57.00        0.3084
 151  17  121.00  -57.00        0.3285
 152  17  123.00  -57.00        0.3888
 153  17  125.00  -57.00        0.3888
 154  17  127.00  -57.00        0.5450
 155  17  129.00  -57.00        0.5450
 156  17  131.00  -57.00        0.5670
 157  17  133.00  -57.00        0.5743
 158  17  135.00  -57.00        0.5875
 159  17  137.00  -57.00        0.6008
 160  17  139.00  -57.00        0.6364
 161  17  141.00  -57.00        0.7434
 162  17  143.00  -57.00        0.7434
 163  17  145.00  -57.00        0.8219
 164  17  147.00  -57.00        0.8219
 165  17  149.00  -57.00        0.7606
 166  17  151.00  -57.00        0.7402
 167  17  153.00  -57.00        0.7238
 168  17  155.00  -57.00        0.7074
 169  17  157.00  -57.00        0.7278
 170  17  159.00  -57.00        0.7892
 171  17  161.00  -57.00        0.7892
 172  17  163.00  -57.00        0.8169
 173  17  165.00  -57.00        0.8169
 174  17  167.00  -57.00        0.7378
 175  17  169.00  -57.00        0.7115
 176  17  171.00  -57.00        0.6637
 177  17  173.00  -57.00        0.6159
 178  17  175.00  -57.00        0.6058
 179  17  177.00  -57.00        0.5753
 180  17  179.00  -57.00        0.5753
   1  18 -179.00  -55.00        0.5885
   2  18 -177.00  -55.00        0.5885
   3  18 -175.00  -55.00        0.5800
   4  18 -173.00  -55.00        0.5772
   5  18 -171.00  -55.00        0.5389
   6  18 -169.00  -55.00        0.5007
   7  18 -167.00  -55.00        0.4790
   8  18 -165.00  -55.00        0.4142
   9  18 -163.00  -55.00        0.4142
  10  18 -161.00  -55.00        0.3318
  11  18 -159.00  -55.00        0.3318
  12  18 -157.00  -55.00        0.2653
  13  18 -155.00  -55.00        0.2432
  14  18 -153.00  -55.00        0.2358
  15  18 -151.00  -55.00        0.2284
  16  18 -149.00  -55.00        0.2393
  17  18 -147.00  -55.00        0.2720
  18  18 -145.00  -55.00        0.2720
  19  18 -143.00  -55.00        0.2825
  20  18 -141.00  -55.00        0.2825
  21  18 -139.00  -55.00        0.2649
  22  18 -137.00  -55.00        0.2590
  23  18 -135.00  -55.00        0.2564
  24  18 -133.00  -55.00        0.2538
  25  18 -131.00  -55.00        0.2263
  26  18 -129.00  -55.00        0.1438
  27  18 -127.00  -55.00        0.1438
  28  18 -125.00  -55.00        0.1345
  29  18 -123.00  -55.00        0.1345
  30  18 -121.00  -55.00        0.2238
  31  18 -119.00  -55.00        0.2536
  32  18 -117.00  -55.00        0.2704
  33  18 -115.00  -55.00        0.2871
  34  18 -113.00  -55.00        0.2748
  35  18 -111.00  -55.00        0.2379
  36  18 -109.00  -55.00        0.2379
  37  18 -107.00  -55.00        0.1431
  38  18 -105.00  -55.00        0.1431
  39  18 -103.00  -55.00        0.1296
  40  18 -101.00  -55.00        0.1252
  41  18  -99.00  -55.00        0.0756
  42  18  -97.00  -55.00        0.0260
  43  18  -95.00  -55.00        0.0002
  44  18  -93.00  -55.00       -0.0772
  45  18  -91.00  -55.00       -0.0772
  46  18  -89.00  -55.00       -0.0770
  47  18  -87.00  -55.00       -0.0770
  48  18  -85.00  -55.00       -0.0895
  49  18  -83.00  -55.00       -0.0936
  50  18  -81.00  -55.00       -0.1170
  51  18  -79.00  -55.00       -0.1404
  52  18  -77.00  -55.00       -0.1215
  53  18  -75.00  -55.00       -0.0648
  54  18  -73.00  -55.00       -0.0648
  55  18  -71.00  -55.00        0.2803
  56  18  -69.00  -55.00        0.2803
  57  18  -67.00  -55.00       -0.0094
  58  18  -65.00  -55.00       -0.1060
  59  18  -63.00  -55.00       -0.1051
  60  18  -61.00  -55.00       -0.1042
  61  18  -59.00  -55.00       -0.0974
  62  18  -57.00  -55.00       -0.0770
  63  18  -55.00  -55.00       -0.0770
  64  18  -53.00  -55.00       -0.0917
  65  18  -51.00  -55.00       -0.0917
  66  18  -49.00  -55.00       -0.1092
  67  18  -47.00  -55.00       -0.1150
  68  18  -45.00  -55.00       -0.0614
  69  18  -43.00  -55.00       -0.0078
  70  18  -41.00  -55.00        0.0221
  71  18  -39.00  -55.00        0.1117
  72  18  -37.00  -55.00        0.1117
  73  18  -35.00  -55.00        0.0605
  74  18  -33.00  -55.00        0.0605
